Date,Geyser,time,duration,,,,,,,,,,
5/16/1979,Old Faithful,8:11,4:22,,,,,,,,,,
5/16/1979,Old Faithful,9:24,~2:00,,,,,,,,,,
5/16/1979,Old Faithful,10:19,5:04,,,,,,,,,,
5/16/1979,Old Faithful,11:58,1:49,,,,,,,,,,
5/16/1979,Old Faithful,12:45,4:59,,,,,,,,,,
5/16/1979,Old Faithful,14:15,4:56,,,,,,,,,,
5/16/1979,Old Faithful,15:32,~4:30,,,,,,,,,,
5/16/1979,Old Faithful,16:54,3:56,,,,,,,,,,
5/16/1979,Old Faithful,18:14,4:15,,,,,,,,,,
5/16/1979,Old Faithful,19:31,4:25,,,,,,,,,,
5/16/1979,Old Faithful,20:43,4:02,,,,,,,,,,
5/16/1979,Old Faithful,22:14,3:12,,,,,,,,,,
5/16/1979,Old Faithful,23:25,4:02,,,,,,,,,,
5/17/1979,Old Faithful,0:37,4:00,,,,,,,,,,
5/17/1979,Old Faithful,7:42,4:26,,,,,,,,,,
5/17/1979,Old Faithful,9:00,3:58,,,,,,,,,,
5/17/1979,Old Faithful,10:07,4:39,,,,,,,,,,
5/17/1979,Old Faithful,11:37,1:58,,,,,,,,,,
5/17/1979,Old Faithful,12:30,4:55,,,,,,,,,,
5/17/1979,Old Faithful,13:55,1:48,,,,,,,,,,
5/17/1979,Old Faithful,14:42,5:08,,,,,,,,,,
5/17/1979,Old Faithful,16:04,2:53,,,,,,,,,,
5/17/1979,Old Faithful,17:27,4:54,,,,,,,,,,
5/17/1979,Old Faithful,18:24,3:49,,,,,,,,,,
5/17/1979,Old Faithful,19:39,4:31,,,,,,,,,,
5/17/1979,Old Faithful,20:58,4:16,,,,,,,,,,
5/17/1979,Old Faithful,22:07,3:35,,,,,,,,,,
5/17/1979,Old Faithful,23:20,3:53,,,,,,,,,,
5/18/1979,Old Faithful,0:32,4:00,,,,,,,,,,
5/18/1979,Old Faithful,8:26,short,,,,,,,,,,
5/18/1979,Old Faithful,9:19,4:53,,,,,,,,,,
5/18/1979,Old Faithful,10:41,4:29,,,,,,,,,,
5/18/1979,Old Faithful,11:56,4:43,,,,,,,,,,
5/18/1979,Old Faithful,13:09,4:19,,,,,,,,,,
5/18/1979,Old Faithful,14:16,4:00,,,,,,,,,,
5/18/1979,Old Faithful,15:42,4:47,,,,,,,,,,
5/18/1979,Old Faithful,17:00,2:02,,,,,,,,,,
5/18/1979,Old Faithful,18:02,4:36,,,,,,,,,,
5/18/1979,Old Faithful,19:24,2:12,,,,,,,,,,
5/18/1979,Old Faithful,20:15,4:16,,,,,,,,,,
5/18/1979,Old Faithful,21:40,2:05,,,,,,,,,,
5/18/1979,Old Faithful,22:30,5:00,,,,,,,,,,
5/18/1979,Old Faithful,23:44,3:45,,,,,,,,,,
5/19/1979,Old Faithful,7:57,long,,,,,,,,,,
5/19/1979,Old Faithful,9:23,2:05,,,,,,,,,,
5/19/1979,Old Faithful,10:23,3:48,,,,,,,,,,
5/19/1979,Old Faithful,11:39,2:41,,,,,,,,,,
5/19/1979,Old Faithful,12:39,4:04,,,,,,,,,,
5/19/1979,Old Faithful,13:50,3:38,,,,,,,,,,
5/19/1979,Old Faithful,15:12,2:20,,,,,,,,,,
5/19/1979,Old Faithful,16:06,4:54,,,,,,,,,,
5/19/1979,Old Faithful,17:24,4:05,,,,,,,,,,
5/19/1979,Old Faithful,18:55,4:32,,,,,,,,,,
5/19/1979,Old Faithful,20:16,2:15,,,,,,,,,,
5/19/1979,Old Faithful,21:27,4:05,,,,,,,,,,
5/19/1979,Old Faithful,22:51,4:29,,,,,,,,,,
5/20/1979,Old Faithful,9:14,4:26,,,,,,,,,,
5/20/1979,Old Faithful,10:32,3:25,,,,,,,,,,
5/20/1979,Old Faithful,11:44,4:46,,,,,,,,,,
5/20/1979,Old Faithful,13:13,4:26,,,,,,,,,,
5/20/1979,Old Faithful,14:30,2:00,,,,,,,,,,
5/20/1979,Old Faithful,15:24,4:16,,,,,,,,,,
5/20/1979,Old Faithful,16:50,2:09,,,,,,,,,,
5/20/1979,Old Faithful,17:39,4:45,,,,,,,,,,
5/20/1979,Old Faithful,19:07,1:54,,,,,,,,,,
5/20/1979,Old Faithful,20:12,4:40,,,,,,,,,,
5/20/1979,Old Faithful,21:29,3:53,,,,,,,,,,
5/20/1979,Old Faithful,22:44,4:27,,,,,,,,,,
5/20/1979,Old Faithful,23:57,3:32,,,,,,,,,,
5/21/1979,Old Faithful,8:53,?short,,,,,,,,,,
5/21/1979,Old Faithful,9:58,4:55,,,,,,,,,,
5/21/1979,Old Faithful,11:10,3:48,,,,,,,,,,
5/21/1979,Old Faithful,12:38,4:27,,,,,,,,,,
5/21/1979,Old Faithful,13:39,3:28,,,,,,,,,,
5/21/1979,Old Faithful,14:52,2:04,,,,,,,,,,
5/21/1979,Old Faithful,15:57,4:16,,,,,,,,,,
5/21/1979,Old Faithful,17:09,3:47,,,,,,,,,,
5/21/1979,Old Faithful,18:26,4:20,,,,,,,,,,
5/21/1979,Old Faithful,19:47,2:51,,,,,,,,,,
5/21/1979,Old Faithful,20:55,4:30,,,,,,,,,,
5/21/1979,Old Faithful,22:10,4:16,,,,,,,,,,
5/21/1979,Old Faithful,23:30,2:11,,,,,,,,,,
5/22/1979,Old Faithful,0:27,4:50,,,,,,,,,,
5/22/1979,Old Faithful,8:24,3:45,,,,,,,,,,
5/22/1979,Old Faithful,9:43,4:18,,,,,,,,,,
5/22/1979,Old Faithful,11:11,1:39,,,,,,,,,,
5/22/1979,Old Faithful,12:09,4:46,,,,,,,,,,
5/22/1979,Old Faithful,13:30,3:53,,,,,,,,,,
5/22/1979,Old Faithful,14:47,2:11,,,,,,,,,,
5/22/1979,Old Faithful,15:47,5:10,,,,,,,,,,
5/22/1979,Old Faithful,17:06,1:49,,,,,,,,,,
5/22/1979,Old Faithful,17:59,4:26,,,,,,,,,,
5/22/1979,Old Faithful,19:14,2:07,,,,,,,,,,
5/22/1979,Old Faithful,20:08,4:55,,,,,,,,,,
5/22/1979,Old Faithful,21:29,3:37,,,,,,,,,,
5/22/1979,Old Faithful,22:41,3:37,,,,,,,,,,
5/22/1979,Old Faithful,23:52,2:05,,,,,,,,,,
5/23/1979,Old Faithful,8:12,2:20,,,,,,,,,,
5/23/1979,Old Faithful,9:11,4:46,,,,,,,,,,
5/23/1979,Old Faithful,10:43,3:59,,,,,,,,,,
5/23/1979,Old Faithful,12:04,4:13,,,,,,,,,,
5/23/1979,Old Faithful,13:19,4:08,,,,,,,,,,
5/23/1979,Old Faithful,14:40,4:02,,,,,,,,,,
5/23/1979,Old Faithful,15:56,4:13,,,,,,,,,,
5/23/1979,Old Faithful,17:06,3:57,,,,,,,,,,
5/23/1979,Old Faithful,18:18,3:51,,,,,,,,,,
5/23/1979,Old Faithful,19:28,4:12,,,,,,,,,,
5/23/1979,Old Faithful,21:01,4:12,,,,,,,,,,
5/23/1979,Old Faithful,22:22,3:55,,,,,,,,,,
5/23/1979,Old Faithful,23:39,3:53,,,,,,,,,,
5/24/1979,Old Faithful,8:59,2:25,,,,,,,,,,
5/24/1979,Old Faithful,9:52,4:50,,,,,,,,,,
5/24/1979,Old Faithful,11:15,1:56,,,,,,,,,,
5/24/1979,Old Faithful,12:09,5:05,,,,,,,,,,
5/24/1979,Old Faithful,13:40,2:08,,,,,,,,,,
5/24/1979,Old Faithful,14:31,4:17,,,,,,,,,,
5/24/1979,Old Faithful,15:59,3:57,,,,,,,,,,
5/24/1979,Old Faithful,17:04,4:59,,,,,,,,,,
5/24/1979,Old Faithful,18:14,4:04,,,,,,,,,,
5/24/1979,Old Faithful,19:39,3:51,,,,,,,,,,
5/24/1979,Old Faithful,20:56,4:00,,,,,,,,,,
5/24/1979,Old Faithful,22:07,3:51,,,,,,,,,,
5/24/1979,Old Faithful,23:23,4:26,,,,,,,,,,
5/25/1979,Old Faithful,0:35,2:18,,,,,,,,,,
5/25/1979,Old Faithful,8:55,Long,,,,,,,,,,
5/25/1979,Old Faithful,10:15,2:00,,,,,,,,,,
5/25/1979,Old Faithful,11:17,4:23,,,,,,,,,,
5/25/1979,Old Faithful,12:26,3:58,,,,,,,,,,
5/25/1979,Old Faithful,13:37,4:12,,,,,,,,,,
5/25/1979,Old Faithful,14:57,4:30,,,,,,,,,,
5/25/1979,Old Faithful,16:10,4:08,,,,,,,,,,
5/25/1979,Old Faithful,17:26,4:16,,,,,,,,,,
5/25/1979,Old Faithful,18:33,3:53,,,,,,,,,,
5/25/1979,Old Faithful,19:47,4:19,,,,,,,,,,
5/25/1979,Old Faithful,20:55,4:20,,,,,,,,,,
5/25/1979,Old Faithful,22:08,3:41,,,,,,,,,,
5/25/1979,Old Faithful,23:27,3:50,,,,,,,,,,
5/26/1979,Old Faithful,0:37,4:25,,,,,,,,,,
5/26/1979,Old Faithful,9:20,~2:00,,,,,,,,,,
5/26/1979,Old Faithful,10:13,4:11,,,,,,,,,,
5/26/1979,Old Faithful,11:42,1:52,,,,,,,,,,
5/26/1979,Old Faithful,12:32,4:09,,,,,,,,,,
5/26/1979,Old Faithful,13:48,1:58,,,,,,,,,,
5/26/1979,Old Faithful,14:47,4:34,,,,,,,,,,
5/26/1979,Old Faithful,16:02,1:55,,,,,,,,,,
5/26/1979,Old Faithful,16:55,4:45,,,,,,,,,,
5/26/1979,Old Faithful,18:18,2:24,,,,,,,,,,
5/26/1979,Old Faithful,19:25,4:04,,,,,,,,,,
5/26/1979,Old Faithful,20:50,4:20,,,,,,,,,,
5/26/1979,Old Faithful,22:11,3:58,,,,,,,,,,
5/26/1979,Old Faithful,23:27,~2:50,,,,,,,,,,
5/27/1979,Old Faithful,0:27,4:06,,,,,,,,,,
5/27/1979,Old Faithful,8:52,4:08,,,,,,,,,,
5/27/1979,Old Faithful,10:15,4:19,,,,,,,,,,
5/27/1979,Old Faithful,11:31,4:16,,,,,,,,,,
5/27/1979,Old Faithful,12:45,4:22,,,,,,,,,,
5/27/1979,Old Faithful,14:00,4:14,,,,,,,,,,
5/27/1979,Old Faithful,15:16,4:08,,,,,,,,,,
5/27/1979,Old Faithful,16:30,4:12,,,,,,,,,,
5/27/1979,Old Faithful,17:52,4:02,,,,,,,,,,
5/27/1979,Old Faithful,19:11,4:28,,,,,,,,,,
5/27/1979,Old Faithful,20:30,3:46,,,,,,,,,,
5/27/1979,Old Faithful,21:41,4:08,,,,,,,,,,
5/27/1979,Old Faithful,22:56,4:00,,,,,,,,,,
5/28/1979,Old Faithful,0:06,~3:00,,,,,,,,,,
5/28/1979,Old Faithful,1:06,3:58,,,,,,,,,,
5/28/1979,Old Faithful,8:42,Long,,,,,,,,,,
5/28/1979,Old Faithful,10:05,4:05,,,,,,,,,,
5/28/1979,Old Faithful,11:19,3:54,,,,,,,,,,
5/28/1979,Old Faithful,12:42,4:18,,,,,,,,,,
5/28/1979,Old Faithful,14:02,4:21,,,,,,,,,,
5/28/1979,Old Faithful,15:21,4:06,,,,,,,,,,
5/28/1979,Old Faithful,16:36,4:02,,,,,,,,,,
5/28/1979,Old Faithful,18:00,~3:00,,,,,,,,,,
5/28/1979,Old Faithful,18:52,4:00,,,,,,,,,,
5/28/1979,Old Faithful,20:16,2:22,,,,,,,,,,
5/28/1979,Old Faithful,21:13,4:24,,,,,,,,,,
5/28/1979,Old Faithful,22:30,3:34,,,,,,,,,,
5/28/1979,Old Faithful,23:52,4:07,,,,,,,,,,
5/29/1979,Old Faithful,1:03,1:59,,,,,,,,,,
5/29/1979,Old Faithful,9:17,4:23,,,,,,,,,,
5/29/1979,Old Faithful,10:33,1:53,,,,,,,,,,
5/29/1979,Old Faithful,11:29,4:48,,,,,,,,,,
5/29/1979,Old Faithful,12:47,4:12,,,,,,,,,,
5/29/1979,Old Faithful,13:59,4:34,,,,,,,,,,
5/29/1979,Old Faithful,15:29,4:56,,,,,,,,,,
5/29/1979,Old Faithful,16:50,2:46,,,,,,,,,,
5/29/1979,Old Faithful,17:43,5:08,,,,,,,,,,
5/29/1979,Old Faithful,19:02,2:20,,,,,,,,,,
5/29/1979,Old Faithful,19:54,4:14,,,,,,,,,,
5/29/1979,Old Faithful,21:15,2:25,,,,,,,,,,
5/29/1979,Old Faithful,22:18,4:00,,,,,,,,,,
5/29/1979,Old Faithful,23:44,3:32,,,,,,,,,,
5/30/1979,Old Faithful,1:01,2:22,,,,,,,,,,
5/30/1979,Old Faithful,8:25,3:25?,,,,,,,,,,
5/30/1979,Old Faithful,9:35,4:43,,,,,,,,,,
5/30/1979,Old Faithful,10:49,3:46,,,,,,,,,,
5/30/1979,Old Faithful,12:01,4:03,,,,,,,,,,
5/30/1979,Old Faithful,13:10,4:04,,,,,,,,,,
5/30/1979,Old Faithful,14:29,4:10,,,,,,,,,,
5/30/1979,Old Faithful,15:48,4:13,,,,,,,,,,
5/30/1979,Old Faithful,16:58,4:26,,,,,,,,,,
5/30/1979,Old Faithful,18:28,4:19,,,,,,,,,,
5/30/1979,Old Faithful,19:35,4:22,,,,,,,,,,
5/30/1979,Old Faithful,20:55,4:00,,,,,,,,,,
5/30/1979,Old Faithful,22:06,4:00,,,,,,,,,,
5/30/1979,Old Faithful,23:34,2:03,,,,,,,,,,
5/31/1979,Old Faithful,0:41,3:58,,,,,,,,,,
5/31/1979,Old Faithful,8:00,~2:10shrt,,,,,,,,,,
5/31/1979,Old Faithful,9:09,4:38,,,,,,,,,,
5/31/1979,Old Faithful,10:31,3:54,,,,,,,,,,
5/31/1979,Old Faithful,11:43,3:16,,,,,,,,,,
5/31/1979,Old Faithful,12:52,4:12,,,,,,,,,,
5/31/1979,Old Faithful,14:16,1:47,,,,,,,,,,
5/31/1979,Old Faithful,15:12,4:22,,,,,,,,,,
5/31/1979,Old Faithful,16:35,2:16,,,,,,,,,,
5/31/1979,Old Faithful,17:41,4:24,,,,,,,,,,
5/31/1979,Old Faithful,19:07,4:12,,,,,,,,,,
5/31/1979,Old Faithful,20:18,2:31,,,,,,,,,,
5/31/1979,Old Faithful,21:21,3:45,,,,,,,,,,
5/31/1979,Old Faithful,22:37,4:02,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
